;;;;;;;Estación:;J-5-5;Calzada:;;Total;;Carriles:;;2+2;Prov:;J
;;;;;;;Población:;;GRAÑENA (JAEN);;;;Carretera:;;A-44;PK:;33,84
;;;;;;;;;;;Denominación antigua:;;;;A-44;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
1968;3087;200;2058;0;829;829;26,85;9,7;20,48;8,25;0;10,97;10,97;042;100;;
1967;2814;166;1901;0;747;747;26,54;15,51;-27,82;23,12;0;12,83;12,83;042;100;;
1966;2436;230;1544;0;662;662;27,17;16,16;16,75;20,15;0;7,64;7,64;042;100;;
1965;2097;197;1285;0;615;615;29,32;6,77;-2,47;13,41;0;-2,22;-2,22;042;100;;
1964;1964;202;1133;0;629;629;32,02;17,32;7,44;18,63;0;18,45;18,45;042;100;;
1963;1674;188;955;0;531;531;31,72;11,82;11,24;20,12;0;-0,37;-0,37;042;100;;
1962;1497;169;795;0;533;533;35,6;1,42;-7,65;0,12;0;6,81;6,81;042;100;;
1961;1476;183;794;0;499;499;33,8;18,17;0;-36,42;0;0;0;042;100;;
1960;1249;0;1249;0;0;0;0;0;0;0;0;0;0;042;100;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;L-63-5;Calzada:;;Total;;Carriles:;;1+1;Prov:;L
;;;;;;;Población:;;LLEIDA;;;;Carretera:;;N-240;PK:;86,86
;;;;;;;;;;;Denominación antigua:;;;;N-240;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;9807;1;8217;1;1587;1589;16.2;0.13;0;0.81;0;-3.23;-3.23;000;0;;
2012;9794;1;8151;1;1640;1642;16.8;-5.21;-97.56;-1.26;-99.05;-12.25;-19.35;073;85;;
2011;10332;41;8255;105;1869;2036;19.7;-5.08;-16.33;-7.1;6.06;4.06;4.41;056;100;L-63-1;
2010;10885;49;8886;99;1796;1950;17.9;8.18;-19.67;7.97;11.24;11.21;10.11;037;88;;
2009;10062;61;8230;89;1615;1771;17.6;-4.54;-40.2;-1.6;-1.11;39.83;-14.65;27;65;;
2008;10541;102;8364;90;1155;2075;19.69;-10.77;155;-14.11;80;-41.81;1.97;42;100;;
2007;11813;40;9738;50;1985;2035;17,23;15.51;-13.04;17.59;-39.76;9.25;7.11;042;100;;
2006;10227;46;8281;83;1817;1900;18,57;-1;-14,81;-0,14;-16,16;-3,6;-4,23;041;97;;
2005;10331;54;8293;99;1885;1984;19,2;-8,69;134,78;-13,44;54,68;14,45;15,95;026;62;;
2004;11315;23;9581;64;1647;1711;15,12;2,6;64,28;4,01;-14,66;-4,68;-5,1;009;23;;
2003;11028;14;9211;75;1728;1803;16,34;9,58;-71,42;27,27;-40,47;-34,81;-35,07;037;88;;
2002;10063;49;7237;126;2651;2777;27,59;0,61;32,43;22,14;-27,16;-31,42;-31,24;042;100;;
2001;10001;37;5925;173;3866;4039;40,38;9,03;5,71;-10,14;60,18;58,76;58,82;042;100;;
2000;9172;35;6594;108;2435;2543;27,72;6,18;9,37;-5,54;120,4;54,5;56,49;042;100;;NC
1999;8638;32;6981;49;1576;1625;18,81;5,54;0;9,3;-7,54;-7,94;-7,93;019;46;;
1998;8184;32;6387;53;1712;1765;21,56;-1,84;60;-4,48;1,92;8,42;8,21;021;51;;
1997;8338;20;6687;52;1579;1631;19,56;-20,59;-62,26;-15,69;-14,75;-35,65;-35,14;042;100;;
1996;10500;53;7932;61;2454;2515;23,95;3,93;-8,62;4,61;35,55;1,53;2,15;000;2;L-63-3;
1995;10102;58;7582;45;2417;2462;24,37;36,51;0;56,29;-25;-0,57;-1,16;001;4;L-63-3;
1994;7400;58;4851;60;2431;2491;33,66;10,44;23,4;6,52;22,44;18,58;18,67;001;4;L-63-3;
1993;6700;47;4554;49;2050;2099;31,32;0,61;2,17;-12,13;2,08;48,33;46,78;001;4;L-63-3;
1992;6659;46;5183;48;1382;1430;21,47;-54,06;-55,33;-54,05;-55,14;-54,05;-54,09;001;4;L-63-3;
1991;14498;103;11280;107;3008;3115;21,48;3,57;-31,78;4,68;-20,14;2,38;1,39;001;4;L-63-3;
1990;13998;151;10775;134;2938;3072;21,94;2,59;-14,2;15,25;-6,94;-26,08;-25,41;001;4;L-63-3;
1989;13644;176;9349;144;3975;4119;30,18;39,25;114,63;40,58;7,46;35,57;34,34;001;4;L-63-3;
1988;9798;82;6650;134;2932;3066;31,29;0;0;0;0;0;0;001;4;L-63-3;
1987;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1986;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;LE-225-5 Calzada:;;;Total;;Carriles:;;2+2;Prov:;LE
;;;;;;;Población:;;VILLAQUEJIDA;;;;Carretera:;;A-66;PK:;183,25
;;;;;;;;;;;Denominación antigua:;;;;A-66;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;10782;0;9271;1;1510;1511;14;3.61;0;4.17;0;0.33;0.33;000;0;;
2012;10406;0;8900;1;1505;1506;14.5;-9.74;-100;-9.06;-98.91;-4.44;-12.44;076;89;;
2011;11529;22;9787;92;1575;1720;14.9;-2.95;-4.35;-4.09;-9.8;5.28;4.12;058;100 LE-225-1;;
2010;11879;23;10204;102;1496;1652;13.9;0.7;27.78;2.81;-2.86;-11.58;-10.85;035;83;;
2009;11796;18;9925;105;1692;1853;15.7;0.08;-72.31;5.6;-13.22;181.53;-20.2;42;100;;
2008;11786;65;9399;121;601;2322;19.7;-1.19;20.37;7.8;-40.98;-79.63;-26.4;42;100;;
2007;11928;54;8719;205;2950;3155;26,45;33.77;25.58;18.98;150;101.5;104.08;042;100;;
2006;8917;43;7328;82;1464;1546;17,33;15,05;86,95;14,94;28,12;13,66;14,34;001;66;;
2005;7750;23;6375;64;1288;1352;17,44;-10,69;64,28;-10,02;-20;-14,07;-14,37;001;66;;
2004;8678;14;7085;80;1499;1579;18,19;147,94;-41,66;147,72;185,71;154,93;156,33;001;66;;NC
2003;3500;24;2860;28;588;616;17,6;0;0;0;0;0;0;001;66;;
2002;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
2001;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
2000;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1999;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1998;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1997;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1996;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1995;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1994;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1993;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1992;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1991;0;0;0;0;0;0;0;-100;-100;-100;-100;-100;-100;000;33;;
1990;1398;10;1243;6;139;145;10,37;0;0;0;0;0;0;001;66;LE-225-3;
1989;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1988;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1987;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1986;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;LE-39-5 Calzada:;;;Total;;Carriles:;;1+1;Prov:;LE
;;;;;;;Población:;;HOSP.ORBIGO;;;;Carretera:;;N-120;PK:;339,57
;;;;;;;;;;;Denominación antigua:;;;;N-120;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;7013;1;6026;0;986;986;14.1;-0.62;0;0.27;0;-5.73;-5.82;000;0;;
2012;7057;0;6010;0;1046;1047;14.8;-2.33;-100;-3.3;-100;16.48;5.54;067;78;;
2011;7225;18;6215;43;898;992;13.7;-2.07;-56.1;0.24;-18.87;-14.72;-12.75;042;100;LE-39-1;
2010;7378;41;6200;53;1053;1137;15.4;4.46;64;3.25;-15.87;13.35;10.07;029;69;;
2009;7063;25;6005;63;929;1033;14.6;-2.69;56.25;2.16;0;48.64;-24.27;33;79;;
2008;7258;16;5878;63;625;1364;18.79;-4.53;-15.79;-5.63;8.62;-51.77;0.74;42;100;;
2007;7602;19;6229;58;1296;1354;17,81;1.54;90;3.52;-34.09;-5.54;-7.26;040;95;;
2006;7487;10;6017;88;1372;1460;19,5;1,23;-16,66;0,99;22,22;1,32;2,38;040;95;;
2005;7396;12;5958;72;1354;1426;19,28;7,9;71,42;4,85;-5,26;24,33;22,4;042;100;;
2004;6854;7;5682;76;1089;1165;16,99;-5,99;-50;-9,17;24,59;13,43;14,1;040;95;;NC
2003;7291;14;6256;61;960;1021;14;-21,93;40;-20,56;-42,45;-28,78;-29,77;030;72;;NC
2002;9340;10;7876;106;1348;1454;15,56;4,74;-44,44;3,72;3,92;11,96;11,33;040;95;;
2001;8917;18;7593;102;1204;1306;14,64;5,31;0;4,05;-12,82;16,32;13,36;032;76;;
2000;8467;18;7297;117;1035;1152;13,6;5,1;12,5;-0,63;39,28;69,11;65,51;042;100;;NC
1999;8056;16;7344;84;612;696;8,63;2,49;-56,75;1,28;-25,66;33,33;21,67;031;74;;NC
1998;7860;37;7251;113;459;572;7,27;-0,88;60,86;1,22;2,72;-27,6;-23,11;030;72;;
1997;7930;23;7163;110;634;744;9,38;8,54;-37,83;12,53;-4,34;-19,64;-17,69;032;76;;
1996;7306;37;6365;115;789;904;12,37;5,96;94,73;4,72;11,65;13,52;13,28;042;100;;
1995;6895;19;6078;103;695;798;11,57;3,06;-40,62;3,79;14,44;-2,38;-0,49;032;76;;
1994;6690;32;5856;90;712;802;11,98;2,13;-30,43;2,79;-47,67;12,12;-0,61;040;95;;
1993;6550;46;5697;172;635;807;12,32;0;0;0;0;0;0;042;100;;
1992;0;0;0;0;0;0;0;0;0;0;0;0;0;042;100;;
1991;0;0;0;0;0;0;0;-100;-100;-100;-100;-100;-100;042;100;;
1990;6121;46;5203;103;769;872;14,24;9,14;119,04;6,16;35,52;26,06;27,11;042;100;;
1989;5608;21;4901;76;610;686;12,23;-3;23,52;-2,62;-20;-4,23;-6,28;042;100;;
1988;5782;17;5033;95;637;732;12,65;22,96;-59,52;24,21;0;4,76;20,39;042;100;;
1987;4702;42;4052;0;608;608;12,93;6,59;61,53;10,86;0;-16,71;-16,71;042;100;;
1986;4411;26;3655;0;730;730;16,54;15,71;30;12,46;0;34,68;34,68;042;100;;
1985;3812;20;3250;0;542;542;14,21;8,54;-28,57;12,14;0;-7,5;-7,5;042;100;;
1984;3512;28;2898;0;586;586;16,68;1,88;-22,22;2,22;0;1,73;1,73;042;100;;
1983;3447;36;2835;0;576;576;16,71;-6,53;-21,73;-5,87;0;-8,57;-8,57;042;100;;
1982;3688;46;3012;0;630;630;17,08;13,44;12,19;16,6;0;0,47;0,47;042;100;;
1981;3251;41;2583;0;627;627;19,28;-6,14;2,5;-9,43;0;9,61;9,61;042;100;;
1980;3464;40;2852;0;572;572;16,51;1,58;-33,33;6,02;0;-13,33;-13,33;042;100;;
1979;3410;60;2690;0;660;660;19,35;-5,98;3,44;-3,96;0;-14,06;-14,06;042;100;;
1978;3627;58;2801;0;768;768;21,17;9,84;38,09;11,1;0;3,92;3,92;042;100;;
1977;3302;42;2521;0;739;739;22,38;15,25;5;12,09;0;28,29;28,29;042;100;;
1976;2865;40;2249;0;576;576;20,1;0,66;21,21;1,76;0;-4,47;-4,47;042;100;;
1975;2846;33;2210;0;603;603;21,18;8,21;0;-15,96;0;0;0;042;100;;
1974;2630;0;2630;0;0;0;0;14,54;0;14,54;0;0;0;042;100;;
1973;2296;0;2296;0;0;0;0;-8,16;0;-8,16;0;0;0;042;100;;
1972;2500;0;2500;0;0;0;0;13,07;0;13,07;0;0;0;042;100;;
1971;2211;0;2211;0;0;0;0;5,53;0;5,53;0;0;0;042;100;;
1970;2095;0;2095;0;0;0;0;16,9;0;16,9;0;0;0;042;100;;
1969;1792;0;1792;0;0;0;0;11,58;0;11,58;0;0;0;042;100;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;LE-39-5 Calzada:;;;Total;;Carriles:;;1+1;Prov:;LE
;;;;;;;Población:;;HOSP.ORBIGO;;;;Carretera:;;N-120;PK:;339,57
;;;;;;;;;;;Denominación antigua:;;;;N-120;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
1968;1606;0;1606;0;0;0;0;10,68;0;10,68;0;0;0;042;100;;
1967;1451;0;1451;0;0;0;0;0;0;0;0;0;0;042;100;;
1966;0;0;0;0;0;0;0;-100;0;-100;0;0;0;042;100;;
1965;1001;0;1001;0;0;0;0;25,91;0;25,91;0;0;0;042;100;;
1964;795;0;795;0;0;0;0;21;0;21;0;0;0;042;100;;
1963;657;0;657;0;0;0;0;10,05;0;10,05;0;0;0;042;100;;
1962;597;0;597;0;0;0;0;21,09;0;21,09;0;0;0;042;100;;
1961;493;0;493;0;0;0;0;0;0;0;0;0;0;042;100;;
1960;0;0;0;0;0;0;0;0;0;0;0;0;0;042;100;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;AV-6-5;Calzada:;;Total;;Carriles:;;2+2;Prov:;AV
;;;;;;;Población:;CIRCUNVALACIÓN AVILA;;;;;Carretera:;;A-51;PK:;107,87
;;;;;;;;;;;Denominación antigua:;;;;A-51;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;11343;0;10079;2;1262;1264;11.1;2.88;0;3.31;0;-0.39;-0.39;000;0;;
2012;11025;0;9756;2;1267;1269;11.5;-8.34;-100;-8.14;-98.82;10.66;-7.84;138;100;;
2011;12028;31;10620;170;1145;1377;11.4;-2.25;40.91;-2.43;28.79;-5.29;-1.57;063;100;AV-6-1;
2010;12305;22;10884;132;1209;1399;11.4;10.98;-21.43;12.62;-10.81;1.43;0.21;049;100;;
2009;11088;28;9664;148;1192;1396;12.6;5.79;40;2.18;184.62;37.33;39.18;29;69;;
2008;10481;20;9458;52;868;1003;9.57;30;17.65;42.01;18.18;-35.27;-27.58;40;95;;
2007;8062;17;6660;44;1341;1385;17,18;0.11;6.25;-0.19;-40.54;3.95;1.54;000;2;;
2006;8053;16;6673;74;1290;1364;16,93;-1,73;-40,74;-4,08;-45,98;20,11;12,63;040;95;;
2005;8195;27;6957;137;1074;1211;14,77;8,45;92,85;6,6;2,23;21,76;19,19;042;100;AV-6-1;
2004;7556;14;6526;134;882;1016;13,44;6,51;-30;6,61;18,58;5;6,61;042;100;AV-6-1;
2003;7094;20;6121;113;840;953;13,43;28,79;17,64;29,43;126;17,97;25,06;042;100;AV-6-1;
2002;5508;17;4729;50;712;762;13,83;3,74;-37,03;1,67;-3,84;22,97;20,76;042;100;AV-6-1;
2001;5309;27;4651;52;579;631;11,88;-7,79;-20,58;-10,55;-63,38;51,57;20,41;042;100;AV-6-1;
2000;5758;34;5200;142;382;524;9,1;8,62;-54,05;9,7;-17,44;21,26;7,59;042;100;AV-6-1;
1999;5301;74;4740;172;315;487;9,18;-33,9;76,19;-35,51;68,62;-40;-22,32;042;100;AV-6-1;NC
1998;8020;42;7351;102;525;627;7,81;12,1;-43,24;13,86;-41,71;16,92;0,48;041;97;AV-6-1;
1997;7154;74;6456;175;449;624;8,72;-1,69;117,64;-3;105,88;-10,55;6,3;042;100;AV-6-1;
1996;7277;34;6656;85;502;587;8,06;1,36;-55,26;2,28;-51,7;19,52;-1,51;041;97;AV-6-1;
1995;7179;76;6507;176;420;596;8,3;9,18;-15,55;9,08;10;16,66;14,61;042;100;AV-6-1;
1994;6575;90;5965;160;360;520;7,9;-1,23;0;0,43;0;-23,07;-17,19;024;58;AV-6-1;
1993;6657;90;5939;160;468;628;9,43;0,78;0;-0,26;0;17;12,14;042;100;AV-6-1;
1992;6605;90;5955;160;400;560;8,47;6,58;2,27;7,16;1,91;1,26;1,44;042;100;AV-6-1;
1991;6197;88;5557;157;395;552;8,9;11,67;4,76;12,37;4,66;6,75;6,15;042;100;AV-6-1;
1990;5549;84;4945;150;370;520;9,37;-20,06;50;-19,65;30,43;-39,93;-28,86;042;100;AV-6-1;
1989;6942;56;6155;115;616;731;10,53;28,29;36,58;28,12;-21,23;46,66;29,15;042;100;AV-6-1;
1988;5411;41;4804;146;420;566;10,46;0;0;0;0;0;0;042;100;AV-6-1;
1987;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1986;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;LE-5-5;Calzada:;;Total;;Carriles:;;1+1;Prov:;LE
;;;;;;;Población:;MANSILLA DE LAS MULA;;;;;Carretera:;;N-601;PK:;310,66
;;;;;;;;;;;Denominación antigua:;;;;N-601;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;9271;1;8685;1;584;585;6.3;-10.95;0;-10.14;0;-21.58;-21.55;000;0;;
2012;10411;0;9665;1;745;746;7.2;-6.33;-100;-4.04;-99.07;-14.56;-25.99;076;89;;
2011;11115;35;10072;107;872;1008;9.1;-0.8;6.06;-2.51;27.38;17.2;19.86;042;100;LE-5-1;
2010;11205;33;10331;84;744;841;7.5;0.28;22.22;0.46;-5.62;-2.62;-2.55;028;66;;
2009;11174;27;10284;89;764;863;7.7;-2.59;-27.03;1.37;-38.19;-15.11;-33.05;43;100;;
2008;11471;37;10145;144;900;1289;11.24;-6.78;19.35;-8.63;25.22;-14.77;10.08;42;100;;
2007;12305;31;11103;115;1056;1171;9,52;7.84;29.17;9.1;-27.67;0.57;-3.14;040;95;;
2006;11410;24;10177;159;1050;1209;10,59;0,57;-31,42;1,74;-10,67;-7,07;-7,56;040;95;;
2005;11345;35;10002;178;1130;1308;11,52;-2,02;34,61;-3,07;14,1;4,82;5,99;042;100;;
2004;11579;26;10319;156;1078;1234;10,65;3,8;18,18;4,32;1,96;-1,01;-0,64;042;100;;
2003;11155;22;9891;153;1089;1242;11,13;2,27;37,5;1,59;16,79;6,34;7,53;041;97;;
2002;10907;16;9736;131;1024;1155;10,58;-3,07;-27,27;-3,29;-16,56;1,78;-0,68;040;95;;
2001;11253;22;10068;157;1006;1163;10,33;7,93;-15,38;10,41;-19,48;-7,45;-9,28;040;95;;
2000;10426;26;9118;195;1087;1282;12,29;-6,15;-3,7;-8,2;62,5;5,53;11,47;042;100;;
1999;11110;27;9933;120;1030;1150;10,35;0;0;0;0;0;0;023;55;;
1998;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1997;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1996;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1995;0;0;0;0;0;0;0;-100;-100;-100;-100;-100;-100;000;2;;
1994;8550;32;7621;322;575;897;10,49;0,88;-3,03;0,87;149,61;-24,14;1,12;042;100;;
1993;8475;33;7555;129;758;887;10,46;0;0;0;0;0;0;021;51;;
1992;0;0;0;0;0;0;0;0;0;0;0;0;0;042;100;;
1991;0;0;0;0;0;0;0;-100;-100;-100;-100;-100;-100;042;100;;
1990;7138;43;5798;136;1161;1297;18,17;-7,32;-2,27;-11,73;-9,93;23,77;19,1;042;100;;
1989;7702;44;6569;151;938;1089;14,13;-1,4;-13,72;-1,91;6,33;1,73;2,34;042;100;;
1988;7812;51;6697;142;922;1064;13,62;17,43;13,33;19,07;0;-6,2;8,24;042;100;;
1987;6652;45;5624;0;983;983;14,77;2,29;2,27;3,59;0;-4,56;-4,56;042;100;;
1986;6503;44;5429;0;1030;1030;15,83;2,05;-6,38;1,83;0;3,62;3,62;042;100;;
1985;6372;47;5331;0;994;994;15,59;0,15;14,63;3,37;0;-14,6;-14,6;042;100;;
1984;6362;41;5157;0;1164;1164;18,29;18,8;20,58;21,36;0;8,58;8,58;042;100;;
1983;5355;34;4249;0;1072;1072;20,01;-7,89;-12,82;-9,24;0;-1,92;-1,92;042;100;;
1982;5814;39;4682;0;1093;1093;18,79;9,4;11,42;12,6;0;-2,49;-2,49;042;100;;
1981;5314;35;4158;0;1121;1121;21,09;-14,27;12,9;-17,71;0;0,53;0,53;042;100;;
1980;6199;31;5053;0;1115;1115;17,98;1,63;0;3,54;0;-6,14;-6,14;042;100;;
1979;6099;31;4880;0;1188;1188;19,47;4,18;47,61;5,28;0;-0,83;-0,83;042;100;;
1978;5854;21;4635;0;1198;1198;20,46;4,36;10,52;5,91;0;-1,31;-1,31;042;100;;
1977;5609;19;4376;0;1214;1214;21,64;1,06;-34,48;1,69;0;-0,32;-0,32;042;100;;
1976;5550;29;4303;0;1218;1218;21,94;7,47;0;11,56;0;-4,69;-4,69;042;100;;
1975;5164;29;3857;0;1278;1278;24,74;-0,4;-32,55;-0,41;0;0,7;0,7;042;100;;
1974;5185;43;3873;0;1269;1269;24,47;7,48;19,44;9,4;0;1,68;1,68;042;100;;
1973;4824;36;3540;0;1248;1248;25,87;8,5;-12,19;10,59;0;3,65;3,65;042;100;;
1972;4446;41;3201;0;1204;1204;27,08;7;-6,81;8,47;0;3,79;3,79;042;100;;
1971;4155;44;2951;0;1160;1160;27,91;10,27;-10,2;13,54;0;3,57;3,57;042;100;;
1970;3768;49;2599;0;1120;1120;29,72;1,7;-30,98;4,04;0;-1,4;-1,4;042;100;;
1969;3705;71;2498;0;1136;1136;30,66;17,35;-1,38;20,9;0;11,48;11,48;042;100;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;LE-5-5;Calzada:;;Total;;Carriles:;;1+1;Prov:;LE
;;;;;;;Población:;MANSILLA DE LAS MULA;;;;;Carretera:;;N-601;PK:;310,66
;;;;;;;;;;;Denominación antigua:;;;;N-601;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
